         6x5                      (6x5.dat)                                    09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      16000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1150      0.0637       0.163       0.643       1.216                                                                          
         3.3        0.04      0.0649      0.1151      0.0652       0.167       0.658       1.216                                                                          
         6.7        0.07      0.1268      0.1151      0.0667       0.171       0.673       1.217                                                                          
        10.0        0.11      0.1860      0.1151      0.0682       0.175       0.688       1.217                                                                          
        13.4        0.15      0.2422      0.1151      0.0698       0.179       0.705       1.217                                                                          
        16.7        0.18      0.2957      0.1151      0.0715       0.183       0.721       1.217                                                                          
        20.0        0.22      0.3465      0.1151      0.0732       0.187       0.738       1.216                                                                          
        23.4        0.26      0.3946      0.1149      0.0749       0.192       0.756       1.215                                                                          
        26.7        0.29      0.4401      0.1147      0.0765       0.196       0.773       1.212                                                                          
        30.0        0.33      0.4832      0.1142      0.0781       0.200       0.789       1.207                                                                          
        33.4        0.37      0.5239      0.1135      0.0795       0.204       0.803       1.199                                                                          
        36.7        0.40      0.5621      0.1122      0.0806       0.207       0.814       1.186                                                                          
        40.1        0.44      0.5975      0.1105      0.0815       0.209       0.822       1.168                                                                          
        43.4        0.48      0.6301      0.1081      0.0819       0.210       0.826       1.142                                                                          
        46.7        0.51      0.6601      0.1049      0.0817       0.209       0.825       1.109                                                                          
        50.1        0.55      0.6877      0.1009      0.0808       0.207       0.816       1.067                                                                          
        53.4        0.59      0.7131      0.0959      0.0790       0.203       0.798       1.014                                                                          
        56.7        0.62      0.7361      0.0898      0.0762       0.195       0.769       0.949                                                                          
        60.1        0.66      0.7537      0.0832      0.0730       0.187       0.736       0.879                                                                          
        63.4        0.70      0.7664      0.0764      0.0695       0.178       0.702       0.807                                                                          
        66.8        0.73      0.7760      0.0694      0.0657       0.168       0.663       0.733                                                                          
        70.1        0.77      0.7822      0.0622      0.0613       0.157       0.619       0.658                                                                          
        73.4        0.81      0.7842      0.0549      0.0566       0.145       0.571       0.580                                                                          
        76.8        0.84      0.7820      0.0474      0.0512       0.131       0.517       0.501                                                                          
        80.1        0.88      0.7744      0.0399      0.0453       0.116       0.458       0.421                                                                          
        83.4        0.92      0.7586      0.0321      0.0389       0.100       0.393       0.340                                                                          
        86.8        0.95      0.7261      0.0243      0.0320       0.082       0.323       0.257                                                                          
        90.1        0.99      0.6557      0.0164      0.0248       0.063       0.250       0.173                                                                          
        93.5        1.03      0.4928      0.0083      0.0173       0.044       0.174       0.087                                                                          
        96.8        1.06      0.0052      0.0000      0.0095       0.024       0.096       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      17000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1151      0.0627       0.193       0.714       1.374                                                                          
         3.5        0.04      0.0659      0.1152      0.0642       0.197       0.731       1.375                                                                          
         7.1        0.07      0.1287      0.1153      0.0658       0.202       0.749       1.375                                                                          
        10.6        0.11      0.1885      0.1153      0.0674       0.207       0.768       1.375                                                                          
        14.2        0.15      0.2452      0.1153      0.0691       0.212       0.787       1.376                                                                          
        17.7        0.18      0.2990      0.1153      0.0708       0.218       0.807       1.376                                                                          
        21.3        0.22      0.3499      0.1152      0.0726       0.223       0.827       1.375                                                                          
        24.8        0.26      0.3981      0.1151      0.0744       0.229       0.847       1.374                                                                          
        28.4        0.29      0.4436      0.1149      0.0761       0.234       0.867       1.371                                                                          
        31.9        0.33      0.4865      0.1145      0.0778       0.239       0.887       1.366                                                                          
        35.5        0.37      0.5269      0.1138      0.0793       0.244       0.904       1.358                                                                          
        39.0        0.40      0.5648      0.1126      0.0806       0.248       0.918       1.344                                                                          
        42.6        0.44      0.6000      0.1109      0.0815       0.250       0.928       1.323                                                                          
        46.1        0.48      0.6324      0.1085      0.0819       0.252       0.933       1.295                                                                          
        49.7        0.51      0.6623      0.1054      0.0818       0.251       0.932       1.258                                                                          
        53.2        0.55      0.6900      0.1014      0.0810       0.249       0.922       1.210                                                                          
        56.8        0.59      0.7155      0.0964      0.0792       0.243       0.902       1.150                                                                          
        60.3        0.62      0.7387      0.0903      0.0763       0.234       0.869       1.077                                                                          
        63.9        0.66      0.7566      0.0836      0.0731       0.225       0.832       0.998                                                                          
        67.4        0.70      0.7701      0.0768      0.0696       0.214       0.793       0.916                                                                          
        70.9        0.73      0.7806      0.0698      0.0656       0.202       0.748       0.832                                                                          
        74.5        0.77      0.7878      0.0626      0.0613       0.188       0.698       0.747                                                                          
        78.0        0.81      0.7909      0.0553      0.0565       0.174       0.643       0.659                                                                          
        81.6        0.84      0.7896      0.0478      0.0511       0.157       0.582       0.570                                                                          
        85.1        0.88      0.7824      0.0401      0.0452       0.139       0.515       0.478                                                                          
        88.7        0.92      0.7672      0.0324      0.0388       0.119       0.442       0.386                                                                          
        92.2        0.95      0.7351      0.0245      0.0318       0.098       0.363       0.293                                                                          
        95.8        0.99      0.6645      0.0165      0.0246       0.076       0.280       0.197                                                                          
        99.3        1.03      0.5024      0.0084      0.0171       0.053       0.195       0.100                                                                          
       102.9        1.07      0.0055      0.0000      0.0093       0.029       0.106       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      18000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1152      0.0618       0.225       0.789       1.542                                                                          
         3.8        0.04      0.0669      0.1153      0.0633       0.231       0.809       1.542                                                                          
         7.5        0.07      0.1305      0.1154      0.0650       0.237       0.830       1.543                                                                          
        11.3        0.11      0.1909      0.1154      0.0666       0.243       0.851       1.544                                                                          
        15.0        0.15      0.2481      0.1155      0.0684       0.250       0.874       1.544                                                                          
        18.8        0.18      0.3022      0.1155      0.0702       0.256       0.897       1.544                                                                          
        22.5        0.22      0.3533      0.1154      0.0720       0.263       0.920       1.544                                                                          
        26.3        0.26      0.4014      0.1154      0.0739       0.270       0.944       1.543                                                                          
        30.1        0.29      0.4468      0.1152      0.0758       0.276       0.968       1.541                                                                          
        33.8        0.33      0.4895      0.1148      0.0776       0.283       0.991       1.536                                                                          
        37.6        0.37      0.5297      0.1142      0.0792       0.289       1.012       1.527                                                                          
        41.3        0.40      0.5673      0.1131      0.0805       0.294       1.029       1.512                                                                          
        45.1        0.44      0.6023      0.1114      0.0815       0.297       1.041       1.490                                                                          
        48.8        0.48      0.6346      0.1090      0.0821       0.299       1.048       1.458                                                                          
        52.6        0.51      0.6645      0.1059      0.0820       0.299       1.047       1.417                                                                          
        56.4        0.55      0.6922      0.1019      0.0811       0.296       1.037       1.363                                                                          
        60.1        0.59      0.7178      0.0969      0.0794       0.290       1.014       1.297                                                                          
        63.9        0.62      0.7411      0.0908      0.0765       0.279       0.977       1.214                                                                          
        67.6        0.66      0.7594      0.0841      0.0732       0.267       0.935       1.125                                                                          
        71.4        0.70      0.7736      0.0772      0.0697       0.254       0.890       1.033                                                                          
        75.2        0.73      0.7850      0.0702      0.0657       0.240       0.839       0.938                                                                          
        78.9        0.77      0.7931      0.0630      0.0612       0.223       0.782       0.842                                                                          
        82.7        0.81      0.7972      0.0556      0.0563       0.206       0.720       0.743                                                                          
        86.4        0.85      0.7967      0.0480      0.0509       0.186       0.651       0.643                                                                          
        90.2        0.88      0.7901      0.0403      0.0450       0.164       0.575       0.540                                                                          
        93.9        0.92      0.7752      0.0325      0.0386       0.141       0.492       0.435                                                                          
        97.7        0.96      0.7431      0.0246      0.0316       0.115       0.404       0.329                                                                          
       101.5        0.99      0.6726      0.0166      0.0244       0.089       0.312       0.222                                                                          
       105.2        1.03      0.5093      0.0084      0.0169       0.062       0.216       0.112                                                                          
       109.0        1.07      0.0055      0.0000      0.0091       0.033       0.117       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      19000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1153      0.0609       0.261       0.867       1.719                                                                          
         4.0        0.04      0.0679      0.1154      0.0625       0.268       0.890       1.720                                                                          
         7.9        0.07      0.1322      0.1155      0.0642       0.275       0.914       1.721                                                                          
        11.9        0.11      0.1932      0.1156      0.0660       0.283       0.939       1.722                                                                          
        15.9        0.15      0.2508      0.1156      0.0678       0.291       0.964       1.723                                                                          
        19.8        0.18      0.3051      0.1156      0.0696       0.299       0.991       1.723                                                                          
        23.8        0.22      0.3563      0.1156      0.0715       0.307       1.018       1.723                                                                          
        27.8        0.26      0.4045      0.1155      0.0735       0.315       1.046       1.722                                                                          
        31.7        0.29      0.4497      0.1154      0.0755       0.324       1.074       1.720                                                                          
        35.7        0.33      0.4923      0.1151      0.0774       0.332       1.101       1.716                                                                          
        39.7        0.37      0.5322      0.1145      0.0791       0.339       1.126       1.707                                                                          
        43.6        0.40      0.5695      0.1135      0.0806       0.346       1.146       1.691                                                                          
        47.6        0.44      0.6043      0.1119      0.0816       0.350       1.162       1.667                                                                          
        51.6        0.48      0.6365      0.1095      0.0822       0.353       1.170       1.633                                                                          
        55.5        0.51      0.6663      0.1065      0.0822       0.353       1.170       1.587                                                                          
        59.5        0.55      0.6940      0.1025      0.0814       0.349       1.158       1.527                                                                          
        63.5        0.59      0.7198      0.0975      0.0796       0.342       1.133       1.452                                                                          
        67.5        0.62      0.7432      0.0913      0.0767       0.329       1.092       1.360                                                                          
        71.4        0.66      0.7618      0.0846      0.0734       0.315       1.045       1.260                                                                          
        75.4        0.70      0.7767      0.0776      0.0698       0.299       0.993       1.157                                                                          
        79.4        0.74      0.7889      0.0706      0.0658       0.282       0.936       1.052                                                                          
        83.3        0.77      0.7981      0.0633      0.0613       0.263       0.872       0.944                                                                          
        87.3        0.81      0.8031      0.0559      0.0563       0.242       0.801       0.833                                                                          
        91.3        0.85      0.8036      0.0483      0.0508       0.218       0.724       0.720                                                                          
        95.2        0.88      0.7974      0.0406      0.0449       0.193       0.639       0.605                                                                          
        99.2        0.92      0.7831      0.0328      0.0385       0.165       0.547       0.489                                                                          
       103.2        0.96      0.7512      0.0248      0.0315       0.135       0.449       0.370                                                                          
       107.1        0.99      0.6813      0.0167      0.0243       0.104       0.346       0.249                                                                          
       111.1        1.03      0.5184      0.0085      0.0168       0.072       0.239       0.126                                                                          
       115.1        1.07      0.0043      0.0000      0.0090       0.038       0.128       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      20000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1154      0.0601       0.301       0.948       1.906                                                                          
         4.2        0.04      0.0688      0.1155      0.0617       0.309       0.974       1.907                                                                          
         8.4        0.07      0.1338      0.1156      0.0635       0.318       1.001       1.909                                                                          
        12.5        0.11      0.1953      0.1157      0.0653       0.327       1.030       1.910                                                                          
        16.7        0.15      0.2533      0.1157      0.0672       0.336       1.060       1.911                                                                          
        20.9        0.18      0.3078      0.1158      0.0691       0.346       1.090       1.912                                                                          
        25.1        0.22      0.3592      0.1158      0.0711       0.356       1.121       1.912                                                                          
        29.2        0.26      0.4073      0.1157      0.0731       0.366       1.153       1.911                                                                          
        33.4        0.29      0.4525      0.1156      0.0752       0.376       1.185       1.910                                                                          
        37.6        0.33      0.4948      0.1154      0.0772       0.386       1.217       1.905                                                                          
        41.8        0.37      0.5345      0.1149      0.0790       0.395       1.246       1.897                                                                          
        46.0        0.40      0.5716      0.1139      0.0806       0.403       1.271       1.881                                                                          
        50.1        0.44      0.6061      0.1124      0.0818       0.409       1.290       1.856                                                                          
        54.3        0.48      0.6382      0.1101      0.0825       0.413       1.300       1.818                                                                          
        58.5        0.51      0.6680      0.1070      0.0825       0.413       1.301       1.768                                                                          
        62.7        0.55      0.6958      0.1031      0.0817       0.409       1.288       1.702                                                                          
        66.8        0.59      0.7216      0.0981      0.0799       0.400       1.260       1.619                                                                          
        71.0        0.62      0.7450      0.0918      0.0770       0.386       1.215       1.517                                                                          
        75.2        0.66      0.7641      0.0851      0.0737       0.369       1.162       1.405                                                                          
        79.4        0.70      0.7797      0.0782      0.0700       0.350       1.104       1.291                                                                          
        83.6        0.74      0.7927      0.0710      0.0659       0.330       1.039       1.173                                                                          
        87.7        0.77      0.8028      0.0638      0.0613       0.307       0.967       1.053                                                                          
        91.9        0.81      0.8088      0.0563      0.0563       0.282       0.888       0.930                                                                          
        96.1        0.85      0.8102      0.0487      0.0509       0.255       0.802       0.805                                                                          
       100.3        0.88      0.8047      0.0410      0.0449       0.225       0.708       0.676                                                                          
       104.4        0.92      0.7908      0.0330      0.0384       0.192       0.605       0.545                                                                          
       108.6        0.96      0.7590      0.0250      0.0315       0.157       0.496       0.413                                                                          
       112.8        0.99      0.6892      0.0168      0.0242       0.121       0.382       0.278                                                                          
       117.0        1.03      0.5247      0.0085      0.0166       0.083       0.262       0.140                                                                          
       121.2        1.07      0.0021      0.0000      0.0088       0.044       0.139       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      21000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1155      0.0593       0.344       1.031       2.103                                                                          
         4.4        0.04      0.0697      0.1156      0.0610       0.353       1.061       2.104                                                                          
         8.8        0.07      0.1355      0.1157      0.0628       0.364       1.092       2.106                                                                          
        13.2        0.11      0.1975      0.1158      0.0647       0.375       1.125       2.108                                                                          
        17.6        0.15      0.2558      0.1159      0.0666       0.386       1.158       2.109                                                                          
        21.9        0.18      0.3106      0.1159      0.0686       0.398       1.193       2.110                                                                          
        26.3        0.22      0.3620      0.1159      0.0707       0.409       1.229       2.111                                                                          
        30.7        0.26      0.4101      0.1159      0.0728       0.422       1.265       2.111                                                                          
        35.1        0.29      0.4551      0.1158      0.0749       0.434       1.302       2.109                                                                          
        39.5        0.33      0.4973      0.1156      0.0770       0.446       1.338       2.106                                                                          
        43.9        0.37      0.5367      0.1152      0.0789       0.457       1.372       2.097                                                                          
        48.3        0.40      0.5735      0.1143      0.0807       0.467       1.402       2.082                                                                          
        52.7        0.44      0.6078      0.1129      0.0820       0.475       1.425       2.055                                                                          
        57.0        0.48      0.6398      0.1107      0.0827       0.479       1.438       2.016                                                                          
        61.4        0.51      0.6695      0.1077      0.0828       0.480       1.440       1.960                                                                          
        65.8        0.55      0.6973      0.1037      0.0820       0.475       1.426       1.888                                                                          
        70.2        0.59      0.7231      0.0987      0.0803       0.465       1.396       1.797                                                                          
        74.6        0.63      0.7467      0.0925      0.0774       0.448       1.346       1.683                                                                          
        79.0        0.66      0.7661      0.0857      0.0740       0.429       1.287       1.560                                                                          
        83.4        0.70      0.7824      0.0787      0.0703       0.407       1.222       1.433                                                                          
        87.8        0.74      0.7962      0.0715      0.0661       0.383       1.149       1.303                                                                          
        92.1        0.77      0.8071      0.0642      0.0615       0.356       1.069       1.170                                                                          
        96.5        0.81      0.8140      0.0567      0.0564       0.327       0.980       1.033                                                                          
       100.9        0.85      0.8160      0.0491      0.0509       0.295       0.884       0.894                                                                          
       105.3        0.88      0.8113      0.0412      0.0449       0.260       0.780       0.751                                                                          
       109.7        0.92      0.7979      0.0333      0.0383       0.222       0.667       0.606                                                                          
       114.1        0.96      0.7660      0.0251      0.0314       0.182       0.546       0.458                                                                          
       118.5        0.99      0.6963      0.0169      0.0241       0.140       0.420       0.308                                                                          
       122.9        1.03      0.5318      0.0086      0.0166       0.096       0.288       0.156                                                                          
       127.2        1.07      0.0026      0.0000      0.0087       0.050       0.151       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      22000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1151      0.0629       0.419       1.201       2.301                                                                          
         4.6        0.04      0.0706      0.1156      0.0603       0.402       1.150       2.311                                                                          
         9.2        0.07      0.1371      0.1157      0.0621       0.414       1.185       2.313                                                                          
        13.8        0.11      0.1996      0.1159      0.0641       0.427       1.222       2.315                                                                          
        18.4        0.15      0.2583      0.1160      0.0661       0.440       1.261       2.317                                                                          
        23.0        0.18      0.3132      0.1161      0.0681       0.454       1.300       2.319                                                                          
        27.6        0.22      0.3647      0.1161      0.0703       0.468       1.341       2.320                                                                          
        32.2        0.26      0.4128      0.1161      0.0724       0.482       1.382       2.320                                                                          
        36.8        0.29      0.4577      0.1161      0.0746       0.497       1.424       2.319                                                                          
        41.4        0.33      0.4996      0.1159      0.0768       0.512       1.466       2.316                                                                          
        46.0        0.37      0.5387      0.1156      0.0789       0.525       1.505       2.309                                                                          
        50.6        0.40      0.5752      0.1148      0.0807       0.538       1.541       2.294                                                                          
        55.2        0.44      0.6093      0.1135      0.0822       0.547       1.568       2.267                                                                          
        59.8        0.48      0.6411      0.1113      0.0830       0.553       1.585       2.225                                                                          
        64.4        0.51      0.6708      0.1084      0.0832       0.554       1.587       2.166                                                                          
        69.0        0.55      0.6986      0.1044      0.0825       0.549       1.574       2.086                                                                          
        73.6        0.59      0.7244      0.0994      0.0807       0.538       1.541       1.986                                                                          
        78.2        0.63      0.7480      0.0931      0.0778       0.519       1.485       1.861                                                                          
        82.8        0.66      0.7678      0.0863      0.0744       0.496       1.420       1.724                                                                          
        87.4        0.70      0.7848      0.0793      0.0706       0.470       1.347       1.584                                                                          
        92.0        0.74      0.7994      0.0721      0.0663       0.442       1.266       1.440                                                                          
        96.6        0.77      0.8113      0.0647      0.0616       0.410       1.176       1.293                                                                          
       101.1        0.81      0.8189      0.0572      0.0565       0.376       1.078       1.143                                                                          
       105.7        0.85      0.8215      0.0495      0.0510       0.339       0.972       0.989                                                                          
       110.3        0.88      0.8178      0.0416      0.0449       0.299       0.857       0.832                                                                          
       114.9        0.92      0.8048      0.0336      0.0384       0.256       0.732       0.671                                                                          
       119.5        0.96      0.7732      0.0254      0.0314       0.209       0.600       0.508                                                                          
       124.1        0.99      0.7036      0.0171      0.0241       0.161       0.461       0.342                                                                          
       128.7        1.03      0.5386      0.0086      0.0165       0.110       0.315       0.172                                                                          
       133.3        1.07      0.0010      0.0000      0.0086       0.057       0.164       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      23000                                                                                                                                            
                                                                                                                                                                          
